Contract_One year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,InternetService_Fiber optic,OnlineBackup_No internet service,tenure_standardized,gender_Male,StreamingMovies_Yes,OnlineSecurity_No internet service,Partner_Yes,OnlineSecurity_Yes,DeviceProtection_No internet service,MultipleLines_Yes,Dependents_Yes,SeniorCitizen_1,Contract_Two year,InternetService_No,StreamingMovies_No internet service,StreamingTV_No internet service,StreamingTV_Yes,PhoneService_Yes,TechSupport_No internet service,OnlineBackup_Yes,TotalCharges_standardized,TechSupport_Yes,MonthlyCharges_standardized,PaymentMethod_Mailed check,MultipleLines_No phone service,DeviceProtection_Yes,PaperlessBilling_Yes
0,0,0,0,0,0,0,-1.156999322,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.994149969,0,-1.277444584
0,0,0,0,0,0,0,-0.646827643,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.987377741,0,-1.277444584
0,0,0,0,0,1,0,0.656021205,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.71501066,1,-0.992402038
1,0,1,0,1,0,0,0.33197079,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.075001675,1,0.025607055
0,0,0,0,1,1,0,0.48153252,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.516917488,0,-0.788800219
0,0,0,0,0,0,0,-1.328164413,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.996422084,0,-1.277444584
0,0,0,0,0,0,0,-0.430794033,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.555653747,1,-0.503757673
0,0,0,0,0,0,0,-1.142043149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.971119983,1,-1.196003856
1,0,0,1,0,0,1,-1.499329504,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.899360842,0,-0.788800219
0,0,0,0,0,0,0,-0.271261521,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.042265565,0,0.310649601
1,0,1,0,0,0,0,0.237248361,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.392678709,1,0.432810693
0,0,0,0,1,1,0,0.872054815,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-0.77309299,1,-1.073842765
0,1,1,1,0,0,1,-1.49600591,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.400554294,0,1.491540149
0,1,1,0,1,1,0,1.493566893,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2.579181726,0,1.61370124
0,1,1,1,0,0,1,-1.510962083,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.481159244,1,1.084336512
0,0,0,0,0,1,0,1.056514282,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,-0.168379391,0,-0.503757673
0,1,1,1,0,0,1,-1.351429571,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.748210017,1,-0.340876218
0,0,0,0,1,1,0,1.548406194,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1.869068442,1,1.084336512
0,1,1,0,1,1,0,1.57831854,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2.540511645,1,1.61370124
0,0,1,1,0,0,1,-1.46276997,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998208894,1,-1.277444584
1,0,0,0,0,1,0,1.234326561,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.175526238,0,-0.218715127
0,0,0,0,0,1,0,0.508121272,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,-0.516630716,0,-0.748079855
0,1,1,0,1,1,0,1.355637742,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2.259850239,1,1.572980877
0,0,1,0,0,1,0,0.449958377,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.551197754,1,-0.788800219
0,0,0,0,0,1,0,0.135878744,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.298088116,1,0.473531056
1,0,0,0,0,1,0,0.504797678,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.177158632,0,0.025607055
0,1,1,0,1,0,0,-0.309482852,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.836447121,1,1.61370124
0,0,0,0,0,1,0,0.503135881,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.972112655,1,-1.277444584
0,0,0,0,1,1,0,1.390535479,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.153908442,0,-0.544478037
1,0,0,0,1,1,0,1.252606328,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1.928341978,1,1.287938331
0,0,0,0,0,0,0,-0.623562485,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.970083193,1,-1.23672422
0,0,0,0,0,0,0,-1.31320824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.99622355,0,-1.277444584
0,1,1,1,0,0,1,-1.49600591,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.511380585,1,1.16577724
1,0,1,1,0,0,1,-1.487696925,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.769100243,0,-0.1372744
0,0,0,0,0,1,0,0.732463867,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,-0.135643281,1,-0.381596582
0,0,0,0,1,0,0,-0.19980425,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.509196318,0,1.002895785
0,1,1,0,1,0,0,-0.64848944,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.377876869,1,1.61370124
0,1,0,0,1,0,0,-0.271261521,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.664384009,1,1.369379058
0,1,1,0,1,0,0,0.646050423,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.341739124,1,1.328658694
0,0,0,0,0,1,0,0.506459475,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.731797843,0,-0.992402038
0,0,0,0,0,1,0,0.179085466,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.888970877,0,-1.155283493
0,1,0,1,0,0,1,-1.32982621,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.196946279,0,1.572980877
1,0,1,1,0,0,1,-1.481049737,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.998451547,1,-1.277444584
0,0,0,0,0,0,0,-0.488956928,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,-0.928236562,1,-1.155283493
1,0,0,1,0,0,1,-1.509300286,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.910589063,0,-0.829520583
1,0,0,0,0,0,0,-0.470677161,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,-0.438783188,1,-0.340876218
1,0,1,0,1,0,0,0.544680806,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0.115789456,0,-0.055833672
0,0,0,0,0,0,0,-0.317791837,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,-0.983009985,0,-1.277444584
0,0,0,0,0,1,0,0.835495281,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.194056112,1,-0.096554036
0,1,1,0,0,0,0,0.682609957,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.804703682,0,0.595692147
0,1,0,0,0,1,0,1.437065795,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1.534163037,1,0.880734693
0,0,0,0,0,1,0,0.955144665,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1.087173957,1,0.717853239
0,0,0,0,0,1,0,0.659344799,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.970039074,1,-1.277444584
0,1,0,1,0,0,1,-1.47938794,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.316066894,0,1.61370124
0,0,0,1,0,0,1,-1.316531834,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.697649933,0,-0.1372744
0,0,0,0,0,0,0,-0.344380589,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.957024044,1,-1.23672422
0,1,0,0,0,0,0,-1.168631901,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.875426422,0,-0.91096131
0,0,0,0,0,1,0,0.278793286,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.431194764,1,-0.5851984
0,0,0,0,0,1,0,1.004998575,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.513101216,0,-0.870240946
0,1,0,1,0,0,1,-1.49600591,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.881911878,1,-0.666639128
0,1,0,0,1,0,0,0.725816679,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.794397464,0,1.61370124
0,1,0,0,1,1,0,1.476948923,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2.468443673,1,1.61370124
1,0,1,0,0,0,0,0.330308993,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.39898769,0,0.351369965
0,0,0,0,1,1,0,0.985057011,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1.695417056,0,1.328658694
0,0,0,0,1,0,0,-0.331086213,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.68472314,0,-0.788800219
0,0,0,0,0,1,0,0.351912354,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.886742881,1,-1.155283493
1,0,0,0,1,0,0,0.007920375,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.109634891,1,0.351369965
0,0,0,0,0,1,0,0.320338211,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.53339584,1,-0.707359492
0,0,0,0,0,0,0,-0.538810838,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.985943882,1,-1.277444584
1,0,0,0,1,1,0,1.137942335,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.889058726,1,0.392090329
1,0,0,0,1,1,0,0.955144665,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1.030724021,0,0.758573602
0,0,1,0,0,1,0,0.187394451,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.942442798,0,-1.23672422
0,0,0,0,0,0,0,-0.816330937,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.989627797,1,-1.277444584
1,0,1,0,1,0,0,0.629432453,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.154415418,1,-0.015113308
0,0,0,1,0,0,1,-1.492682316,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.922192293,1,-0.91096131
0,1,1,0,1,0,0,-0.173215498,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.803225704,0,1.410099422
0,1,1,0,1,1,0,1.673040969,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2.0845444,0,1.16577724
1,0,0,0,1,1,0,1.648114014,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.547597196,1,0.717853239
0,0,0,0,0,0,0,-0.670092801,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-0.971825883,0,-1.23672422
0,0,0,0,1,0,0,-0.656798425,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.465298555,0,-0.1372744
0,0,0,0,1,0,0,-0.784756794,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-0.949038551,1,-1.196003856
0,0,0,0,1,1,0,1.400506261,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.405451475,1,-0.788800219
0,0,0,0,0,1,0,0.833833484,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1.165639148,1,1.002895785
0,1,0,0,0,0,0,-0.495604116,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.336714468,0,-0.055833672
1,0,0,0,1,1,0,1.613216277,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.212802088,0,0.51425142
0,1,1,0,1,0,0,0.775670589,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.430969289,0,1.16577724
0,1,0,1,0,0,1,-1.324840819,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.480034216,1,0.717853239
0,0,0,0,0,1,0,1.337357975,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,-0.121789994,0,-0.544478037
0,1,0,1,0,0,1,-1.509300286,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.522233797,1,1.084336512
0,1,0,1,0,0,1,-1.34644418,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.242807716,0,1.572980877
0,0,0,0,0,1,0,0.986718808,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,-0.340641036,0,-0.666639128
0,1,0,0,0,0,0,-0.16656831,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0.514799399,1,1.002895785
0,0,0,0,0,0,0,-1.328164413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.996422084,1,-1.277444584
0,0,0,0,0,1,0,1.405491652,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,-0.0490823,1,-0.503757673
0,0,0,0,0,1,0,0.194041639,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.976215699,1,-1.277444584
0,0,0,0,0,1,0,0.685933551,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.830403241,1,-1.114563129
0,0,0,0,1,1,0,1.339019772,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.47424978,0,0.799293966
0,0,0,0,0,0,0,0.006258578,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,-0.416260568,1,-0.463037309
0,0,0,0,1,0,0,-0.324439025,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,-0.66678887,1,-0.748079855
0,0,0,0,0,0,0,-0.472338958,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.899382901,0,-1.114563129
0,0,0,0,0,0,0,-0.319453634,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.864904101,0,-1.073842765
0,0,0,0,0,0,0,-0.450735597,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.787541879,0,-0.91096131
0,0,1,1,0,0,1,-1.308222849,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.996157372,0,-1.277444584
0,0,0,0,0,0,0,-0.342718792,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.619625541,0,1.450819786
0,0,1,0,1,1,0,1.009983966,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-0.222071905,1,-0.5851984
1,0,0,0,0,1,0,0.373515715,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.220461571,0,-0.422316946
0,0,0,0,0,0,0,-0.678401786,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.598316575,0,-0.503757673
0,0,0,0,0,1,0,0.174100075,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.976480411,1,-1.277444584
0,0,0,0,0,1,0,0.323661805,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.739761277,1,-0.992402038
0,0,0,0,0,0,0,-0.661783816,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.815270511,1,-0.91096131
0,0,0,0,0,1,0,0.376839309,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.251741762,1,-0.340876218
1,0,0,0,1,0,0,-0.118376197,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.115635429,1,0.107047783
1,0,1,0,1,1,0,0.732463867,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,-0.151106901,1,-0.381596582
0,0,0,0,0,1,0,0.817215514,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.756857291,0,-1.073842765
0,0,0,1,0,0,1,-1.497667707,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.910147876,0,-0.829520583
0,0,0,1,0,0,1,-1.47938794,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998429487,1,-1.277444584
0,1,1,0,1,1,0,0.375177512,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.391130061,0,1.572980877
0,0,0,0,1,1,0,1.197767027,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.509218378,1,0.107047783
0,0,1,0,1,0,0,0.325323602,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.323147564,1,0.310649601
0,0,1,0,0,1,0,0.293749459,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.974892136,0,-1.277444584
1,0,0,0,0,0,0,0.004596781,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.341258699,1,-0.381596582
0,0,0,0,0,1,0,1.019954748,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.832609179,0,-1.155283493
0,0,0,0,1,1,0,0.852113251,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,-0.850014024,1,-1.155283493
0,1,1,0,1,0,0,-0.148288543,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.805475761,0,1.450819786
0,0,1,0,0,1,0,0.567945964,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.378715126,1,0.229208874
0,1,1,1,0,0,1,-1.328164413,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.46510002,1,0.799293966
0,0,0,0,0,1,0,0.336956181,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.008845614,1,-0.015113308
0,1,1,0,1,0,0,0.358559542,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,-0.100988005,1,-0.1372744
0,0,1,0,0,1,0,1.209399606,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0.643493783,1,0.229208874
1,0,1,0,1,0,0,0.46491455,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.617287247,1,0.636412511
0,0,0,1,0,0,1,-1.51262388,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.998870675,0,-1.277444584
0,0,0,0,0,1,0,0.807244732,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,-0.175173678,0,-0.422316946
0,1,0,0,1,1,0,1.671379172,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.152293227,0,0.432810693
0,0,0,0,0,1,0,0.152496714,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.856653895,0,-1.114563129
0,0,0,0,0,1,0,0.526401039,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.824028082,1,-1.114563129
1,0,1,0,0,1,0,1.505199472,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.501404868,1,0.758573602
0,1,0,1,0,0,1,-1.491020519,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.4095104,1,1.572980877
1,0,1,0,0,0,0,0.516430257,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0.342074507,0,0.229208874
0,0,0,0,1,1,0,0.943512086,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.02305224,1,-0.340876218
0,0,0,0,0,1,0,0.888672785,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.420473519,1,0.107047783
1,0,0,0,0,0,0,0.587887528,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0.911846058,0,0.880734693
0,1,1,0,1,0,0,-0.158259325,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.873859818,0,1.61370124
0,0,0,0,0,0,0,-0.663445613,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.987598335,1,-1.277444584
1,0,1,0,0,0,0,-0.537149041,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.821050067,0,-0.951681674
0,1,0,0,0,0,0,-0.156597528,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.835344152,1,1.491540149
0,0,0,0,0,1,0,1.260915313,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1.259501781,0,0.799293966
0,0,0,0,0,1,0,0.602843701,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,-0.619096505,0,-0.870240946
0,0,0,0,0,1,0,0.185732654,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.946016417,0,-1.23672422
0,0,1,0,0,0,0,-0.959245479,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.577801358,0,-0.177994763
0,0,0,0,1,1,0,0.594534716,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-0.3587959,0,-0.625918764
0,1,1,1,0,0,1,-1.492682316,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.681171581,0,0.107047783
1,0,0,1,0,0,1,-1.514285677,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.935913224,0,-0.992402038
1,0,0,0,1,1,0,1.001674981,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.943986565,1,0.554971784
0,0,0,0,0,1,0,0.302058444,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.781806442,0,-1.033122401
0,0,0,0,1,1,0,0.526401039,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.938626526,0,-1.23672422
1,0,1,0,1,0,0,0.366868527,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1.328260847,1,1.450819786
0,1,0,0,1,1,0,1.324063599,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1.092622622,0,0.432810693
0,1,0,0,1,0,0,0.777332386,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1.705255536,0,1.450819786
0,0,0,0,0,1,0,0.998351387,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.565756551,0,0.147768147
0,0,0,0,1,1,0,1.284180471,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.905797298,1,1.247217967
0,0,0,0,0,0,0,-0.336071604,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-0.199946354,0,-0.015113308
0,1,0,0,1,0,0,0.69756613,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.738499012,0,1.572980877
0,0,1,0,1,0,0,0.089348428,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.981796331,0,1.369379058
1,0,0,1,0,0,1,-1.471078955,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.421400402,1,1.247217967
1,0,1,1,0,0,1,-1.47938794,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.625736376,0,0.351369965
0,0,0,0,0,1,0,0.243895549,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.975553917,0,-1.277444584
0,0,0,0,0,1,0,0.852113251,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.933155802,0,-1.23672422
0,1,0,1,0,0,1,-1.505976692,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.432275673,0,1.532260513
0,0,0,0,0,0,0,-0.658460222,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.567565809,0,-0.381596582
1,0,0,0,1,1,0,1.071470455,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1.829868936,0,1.287938331
0,1,1,0,1,0,0,-0.065198693,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,-0.002007597,1,0.18848851
1,0,1,0,0,0,0,-0.670092801,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.706738395,1,-0.625918764
0,0,0,0,0,1,0,0.810568326,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.753967513,0,-1.033122401
0,0,1,0,1,1,0,0.665991987,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.843285915,1,-1.155283493
0,0,0,0,0,0,0,-0.759829839,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.636721944,0,-0.463037309
0,0,0,0,0,1,0,0.51476846,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.634118938,0,-0.91096131
0,0,0,0,0,0,0,-0.354351371,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.615147877,0,-0.666639128
0,1,0,0,0,1,0,1.34566696,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.003035016,1,1.287938331
0,0,0,0,0,0,0,-1.13041057,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.652163505,1,-0.218715127
1,0,1,0,0,1,0,1.074794049,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.764776217,1,0.392090329
0,0,1,1,0,0,1,-1.481049737,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.970414083,1,-1.114563129
0,1,0,0,0,1,0,1.131295147,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0.739363819,0,0.351369965
1,0,0,0,1,0,0,-0.480647943,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.262616644,1,1.043616148
0,1,0,1,0,0,1,-1.469417158,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.590132548,0,0.595692147
0,0,0,0,0,1,0,0.370192121,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.401591085,1,-0.5851984
